DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1039/c6ta07076k,Functional materials,N,Article,11913,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: co2 capture, separation | Functional materials [abstract; adsorption, storage, and separation]: sorption, co2 uptake, co2 storage | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta07330a,Functional materials,N,Article,11914,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: co2 capture, separation | Functional materials [abstract; adsorption, storage, and separation]: adsorption, separation, adsorbents | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta10019h,Functional materials,N,Article,11915,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: sensors, detection of, sensing | Functional materials [abstract; electronic, magnetic, and mechanical function]: semiconductor | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta10152f,Functional materials,Y,Article,11916,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: detection of | Functional materials [abstract; sensing and optical function]: luminescent, luminescence, sensors | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta11242k,Functional materials,N,Article,11917,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: membrane | Functional materials [abstract; energy conversion and electrochemistry]: fuel cells, energy conversion | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1039/c6tb03230c,Functional materials,Y,Article,11918,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; biomedical and delivery applications]: photodynamic therapy | Functional materials [abstract; biomedical and delivery applications]: cytotoxic, cancer therapy | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6tb03321k,Functional materials,N,Article,11919,topic rules,True,True,False,,Weak topic evidence (score below 4); Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; sensing and optical function]: nonlinear optical, fluorescence | Functional materials [abstract; biomedical and delivery applications]: bioimaging",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6tc01297c,Functional materials,Y,Article,11920,topic rules,True,True,False,,Weak topic evidence (score below 4); Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbed, sorption | Functional materials [abstract; electronic, magnetic, and mechanical function]: spin crossover, magnetic",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6tc01511e,Functional materials,Y,Article,11921,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; post-synthetic chemistry]: postsynthetic functionalization | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: luminescent, luminescence, sensor | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6tc02401g,Functional materials,N,Article,11922,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescence | Functional materials [abstract; sensing and optical function]: luminescent, luminescence",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6tc03496a,Functional materials,N,Article,11923,topic rules,True,True,False,,Weak topic evidence (score below 4); Assigned category is supported only by abstract evidence,"Functional materials [abstract; adsorption, storage, and separation]: separation | Functional materials [abstract; energy conversion and electrochemistry]: electrodes, electrode, electrolyte",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6tc04099c,Functional materials,Y,Article,11924,topic rules,False,False,False,,,"Functional materials [abstract; adsorption, storage, and separation]: separated | Functional materials [title; electronic, magnetic, and mechanical function]: magnet | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetically, magnets, magnetic",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
